uid,county,address,value,minimum_bid,status,sale_type,sale_notes,account_nbr,cause_nbr,coordinates
1011616195,HARRIS COUNTY,0 RIVERSIDE DR HUFFMAN TX 77357,5950,2613.94,Available for Future Sale,FUTURE SALE,Pin on map does not provide exact location of property; its only an approximation.,0975910000036,202025802,"-95.124274, 30.139762"
1000481284,HARRIS COUNTY,0 RIVERSIDE DR HUFFMAN TX 77357,9120,3251.99,Available for Future Sale,FUTURE SALE,Pin on map does not provide exact location of property; its only an approximation.,0975920000001,202025802,"-95.124307, 30.139562"
1011690967,HARRIS COUNTY,607 BROWN DR PASADENA TX 77506-3113,168515,,Available for Future Sale,FUTURE SALE,,0903720000003,202219659,"-95.173085, 29.701268"
1012072776,HARRIS COUNTY,0 LAURELWOOD DR CHANNELVIEW TX 77530,12960,12960,Available for Future Sale,FUTURE SALE,Pin on map does not provide exact location of property; its only an approximation.,0836340000007,202017727,"-95.104023, 29.796564"
1003403155,HARRIS COUNTY,1316 FRESA RD PASADENA TX 77502-5020,139255,2785.15,Available for Future Sale,FUTURE SALE,,0840900000025,202140564,"-95.193243, 29.674172"
1005283285,HARRIS COUNTY,808 PAULINE AVE PASADENA TX 77502-4724,113437,,Available for Future Sale,FUTURE SALE,,0772780070146,201929488,"-95.202509, 29.677282"
1010426842,HARRIS COUNTY,0 NOD AVE CROSBY TX 77532,0,,Available for Future Sale,FUTURE SALE,,0750390070008,202435125,"-95.068011, 29.877088"
1004158438,HARRIS COUNTY,16213 1ST ST CHANNELVIEW TX 77530-4409,90528,,Available for Future Sale,FUTURE SALE,,0720410020094,201648329,"-95.11247, 29.776418"
1011900824,HARRIS COUNTY,415 WOODLAND ST # 14 CHANNELVIEW TX 77530-3603,166168,2748.71,Available for Future Sale,FUTURE SALE,,0650910010040,201910174,"-95.109438, 29.788265"
1000748303,HARRIS COUNTY,15218 COLVILLE ST CHANNELVIEW TX 77530-3936,136378,,Available for Future Sale,FUTURE SALE,,0650910210030,202177606,"-95.14367, 29.77967"
1000700428,HARRIS COUNTY,0 GRAND ST CHANNELVIEW TX 77530,641257,,Available for Future Sale,FUTURE SALE,,0641850000067,202489626,"-95.136898, 29.776244"
1015148032,HARRIS COUNTY,0 FAIRMONT PKY   77504,203228,,Available for Future Sale,FUTURE SALE,,0640240000247,202423589,"-95.1925, 29.6521"
1012250480,HARRIS COUNTY,2511 HARRIS ST BAYTOWN TX 77521-1231,75108,,Available for Future Sale,FUTURE SALE,,0641290570061,202205800,"-95.022817, 29.801926"
1011593367,HARRIS COUNTY,2712 SHAVER ST PASADENA TX 77502-4652,211397,20626.3,Available for Future Sale,FUTURE SALE,,0610860000102,201930305,"-95.208339, 29.671366"
1000985247,HARRIS COUNTY,0 FRANK RD BAYTOWN TX 77521,7125,6229.75,Available for Future Sale,FUTURE SALE,Pin on map does not provide exact location of property; its only an approximation.,0591440010041,201829308,"-95.006005, 29.799191"
1004293813,HARRIS COUNTY,806 E FAYLE ST BAYTOWN TX 77520-8020,37500,37500,Available for Future Sale,FUTURE SALE,,0600920080003,201958067,"-94.956458, 29.735935"
1011838716,HARRIS COUNTY,0 N JONES ST BAYTOWN TX 77520,17500,,Available for Future Sale,FUTURE SALE,,0610750040007,202333024,"-94.970212, 29.736506"
1011405242,HARRIS COUNTY,3509 MARKET ST BAYTOWN TX 77520-5953,137890,,Available for Future Sale,FUTURE SALE,,0590910000012,202125768,"-95.007163, 29.730693"
1000964043,HARRIS COUNTY,0 FRANK RD BAYTOWN TX 77521,6375,3418.39,Available for Future Sale,FUTURE SALE,Pin on map does not provide exact location of property; its only an approximation.,0591440010015,201829308,"-95.005366, 29.80026"
1000976414,HARRIS COUNTY,0 FRANK RD BAYTOWN TX 77521,8625,5643.06,Available for Future Sale,FUTURE SALE,Pin on map does not provide exact location of property; its only an approximation.,0591440010032,201829308,"-95.004185, 29.800279"
1003432063,HARRIS COUNTY,605 HARDING ST BAYTOWN TX 77520-7037,0,10436.53,Available for Future Sale,FUTURE SALE,,0552020000002,200238583,"-94.976116, 29.728972"
1005847494,HARRIS COUNTY,0 CEDAR RD SEABROOK TX 77586,40584,,Available for Future Sale,FUTURE SALE,,0571120000001,202404541,"-94.99651, 29.603636"
1005847506,HARRIS COUNTY,0 CEDAR RD SEABROOK TX 77586,109011,,Available for Future Sale,FUTURE SALE,,0571120000003,202404541,"-94.996538, 29.603372"
1012093952,HARRIS COUNTY,1517 OAK ST BAYTOWN TX 77520-6820,25000,,Available for Future Sale,FUTURE SALE,,0522790000020,202139390,"-94.983348, 29.721954"
1010726217,HARRIS COUNTY,9111 HUMBLE WESTFIELD RD HUMBLE TX 77338,176246,68767.87,Available for Future Sale,FUTURE SALE,,0441550000170,202167529,"-95.28635, 30.001907"
1009634633,HARRIS COUNTY,0 MARTIN LUTHER KING DR HUMBLE TX 77338,27225,,Available for Future Sale,FUTURE SALE,,0441560000041,202473084,"-95.2908, 29.9988"
1015585728,HARRIS COUNTY,0 CLAY RD KATY TX 77493,130680,7784.47,Available for Future Sale,FUTURE SALE,Pin on map does not provide exact location of property; its only an approximation.,0431300000373,202180340,"-95.826765, 29.832678"
1011319151,HARRIS COUNTY,402 N 6TH ST LA PORTE TX 77571,46875,,Available for Future Sale,FUTURE SALE,,0232090000033,201949415,"-95.025385, 29.669419"
1006936348,HARRIS COUNTY,0 S R ST LA PORTE TX 77571,625904,99029.67,Available for Future Sale,FUTURE SALE,Pin on map does not provide exact location of property; its only an approximation.,0242530670001,202440942,"-95.02582, 29.640206"
1010160532,HARRIS COUNTY,HARDY RD   77073,22500,,Available for Future Sale,FUTURE SALE,,0101790080007,201749754,"-95.394096, 29.97157"
1006215666,VICTORIA COUNTY,114 ERNST ST. VICTORIA TX 77901,45090,3389.67,Available for Future Sale,FUTURE SALE,,5.7301E+12,16-11-16663,"-96.997619, 28.795145"
1006400473,VICTORIA COUNTY,2011 E ANAQUA AVE VICTORIA TX 77901-3501,71520,8370.7,Available for Future Sale,FUTURE SALE,,5.76E+12,17-06-16767,"-96.984613, 28.827954"
1006700164,VICTORIA COUNTY,1007 S BRIDGE ST VICTORIA TX 77901,2250,2250,Available for Future Sale,FUTURE SALE,,54801090001R0,19-07-17221,"-97.010849, 28.791235"
1006084197,VICTORIA COUNTY,307 TANGLEWOOD DR VICTORIA TX 77901-2111,179060,6198.08,Available for Future Sale,FUTURE SALE,,5.3E+12,13-8-15982,"-96.968541, 28.821538"
1006064384,VICTORIA COUNTY,1008 S LIBERTY ST VICTORIA TX 77901-8912,29380,29380,Available for Future Sale,FUTURE SALE,,5.48001E+12,16-04-16555,"-97.008382, 28.790899"
1006069125,VICTORIA COUNTY,1516 HARRY ST VICTORIA TX 77901-8428,24790,5534.96,Available for Future Sale,FUTURE SALE,,5.1E+12,16-01-16453,"-96.99285, 28.791394"
1006068339,VICTORIA COUNTY,1207 S NAVARRO ST VICTORIA TX 77901-9154,101900,,Available for Future Sale,FUTURE SALE,,5.12E+12,17-10-16877,"-97.005769, 28.78727"
1006082113,VICTORIA COUNTY,1510 MESQUITE LN. VICTORIA TX 77901,129430,12552.49,Available for Future Sale,FUTURE SALE,,4.58E+12,20-10-17322,"-96.98958, 28.82531"
1006397550,VICTORIA COUNTY,604 BUENA VISTA AVE VICTORIA TX 77901-4948,141500,5374.51,Available for Future Sale,FUTURE SALE,,4.65E+12,09-2-14936,"-96.999173, 28.818461"
1006344288,VICTORIA COUNTY,2908 LINDA DR VICTORIA TX 77901-7648,102090,,Available for Future Sale,FUTURE SALE,,4.1E+12,21-05-17365,"-96.972318, 28.796773"
1006396150,VICTORIA COUNTY,3401 LINDA DR. VICTORIA TX 77901,118630,5486.72,Available for Future Sale,FUTURE SALE,,4.13E+12,20-10-17317,"-96.96782, 28.79514"
1006757370,VICTORIA COUNTY,202 KELLY CRICK RD VICTORIA TX 77904-1329,264990,56467.46,Available for Future Sale,FUTURE SALE,,4.45E+12,22-03-17461,"-97.010235, 28.872802"
1006091723,VICTORIA COUNTY,309 S MANTZ ST VICTORIA TX 77901-8339,9568,5414.45,Available for Future Sale,FUTURE SALE,,3.88E+12,12-6-15799,"-96.998118, 28.793816"
1006755758,VICTORIA COUNTY,3304 CATALPA ST VICTORIA TX 77901-0915,57910,8435.28,Available for Future Sale,FUTURE SALE,,3.62E+12,18-04-16995,"-96.972128, 28.818432"
1006093560,VICTORIA COUNTY,1807 N WHEELER ST VICTORIA TX 77901-5257,114360,13157.68,Available for Future Sale,FUTURE SALE,,3.77001E+12,21-05-17364,"-97.001151, 28.811789"
1006093792,VICTORIA COUNTY,1504 PLEASANT GREEN DR VICTORIA TX 77901,60280,9269.53,Available for Future Sale,FUTURE SALE,,3.78E+12,21-12-17451,"-96.98587, 28.77232"
1006497019,VICTORIA COUNTY,382 SCHELL RD VICTORIA TX 77904-3628,318970,42758.07,Available for Future Sale,FUTURE SALE,,2.73E+11,21-07-17378,"-96.963841, 28.867566"
1006100718,VICTORIA COUNTY,1301 TRISTAN ST VICTORIA TX 77901-7835,64910,10553.91,Available for Future Sale,FUTURE SALE,,3.26E+12,18-04-16995,"-97.021728, 28.791494"
1006228581,VICTORIA COUNTY,2008 MEADOWLANE ST. VICTORIA TX 77901,42060,9013.02,Available for Future Sale,FUTURE SALE,,3.42E+12,16-07-16591,"-96.98247, 28.80446"
1006497860,VICTORIA COUNTY,6323 STATE HIGHWAY 185 VICTORIA TX 77905-1800,212390,27559.52,Available for Future Sale,FUTURE SALE,,3.5E+11,18-10-17161,"-96.9533, 28.7286"
1006138023,VICTORIA COUNTY,213 EKSTRUM ST VICTORIA TX 77901-8718,35370,9394.5,Available for Future Sale,FUTURE SALE,,1.85E+12,16-03-16515,"-96.973377, 28.790158"
1006149453,VICTORIA COUNTY,1201 OWENS ST VICTORIA TX 77901-1665,51240,6891.77,Available for Future Sale,FUTURE SALE,,2.47E+12,15-06-16354,"-96.962659, 28.796184"
1006494295,VICTORIA COUNTY,PARSONS RD   77904,38930,15023.74,Available for Future Sale,FUTURE SALE,,12000042200,13-6-15945,"-97.02905, 28.89846"
1006419274,VICTORIA COUNTY,3003 FM 1685 VICTORIA TX 77905,225770,8556.72,Available for Future Sale,FUTURE SALE,,1.25E+11,18-10-17146,"-97.06538, 28.81752"
1006726760,VICTORIA COUNTY,1004 ALCOA ST VICTORIA TX 77901,53170,14211.55,Available for Future Sale,FUTURE SALE,,1.48E+12,20-07-17293,"-96.98007, 28.80099"
1006283680,VICTORIA COUNTY,389 WAGON TRL VICTORIA TX 77905-2598,102080,11144.42,Available for Future Sale,FUTURE SALE,,1.64E+11,20-07-17283,"-97.218288, 28.902251"
1006144748,VICTORIA COUNTY,152 JARED RD VICTORIA TX 77905-1929,41290,39656.4,Available for Future Sale,FUTURE SALE,,1.651E+12,18-05-17030,"-96.935517, 28.726653"
1006584427,VICTORIA COUNTY,2502 CALLIS ST. VICTORIA TX 77901,33690,4238.43,Available for Future Sale,FUTURE SALE,,1.1902E+12,18-07-17092,"-96.979983, 28.78745"
1007891053,ECTOR COUNTY,   ,10800,3636.03,Available for Future Sale,FUTURE SALE,,43230.00020.00000,"CC-10,128-T","-102.539633, 31.831682"
1007020991,ECTOR COUNTY,1737 S LONGBRANCH RD ODESSA TX 79763-8242,32709,4038.12,Available for Future Sale,FUTURE SALE,,34250.01160.00000,B-17-210-T,"-102.519104, 31.785577"
1007019188,ECTOR COUNTY,   ,36908,4816.35,Available for Future Sale,FUTURE SALE,,31880.00315.00000,A-22-261-T,"-102.4292, 32.02089"
1007491308,ECTOR COUNTY,9101 BEDFORD DR ODESSA TX 79764-1201,237059,29799.03,Available for Future Sale,FUTURE SALE,,32680.00420.00000,"CC-10,668-T","-102.415335, 31.935618"
1006983565,ECTOR COUNTY,839 N WEBBER AVE ODESSA TX 79763-8927,50303,11745.14,Available for Future Sale,FUTURE SALE,,33750.00490.00000,A-21-260-T,"-102.450485, 31.827289"
1008653615,ECTOR COUNTY,0 S COUNTY ROAD WEST ODESSA TX 79761,203511,203511,Available for Future Sale,FUTURE SALE,,34020.00030.00000,B-9262-T,"-102.38401, 31.82428"
1008722995,ECTOR COUNTY,1305 E 56TH ST ODESSA TX 79762-4338,113464,44255.08,Available for Future Sale,FUTURE SALE,,28600.09592.00000,"D-11,445-T","-102.376224, 31.898972"
1006041491,ECTOR COUNTY,4714 ANDREWS HWY ODESSA TX 79762,134960,134960,Available for Future Sale,FUTURE SALE,,28610.01680.00000,"CC2-11,581-T","-102.386103, 31.888826"
1007487041,ECTOR COUNTY,923 SNYDER ST ODESSA TX 79761-6963,42728,5892.64,Available for Future Sale,FUTURE SALE,,29600.01000.00000,B-19-077-T,"-102.346667, 31.834922"
1007610084,ECTOR COUNTY,404 GETTYSBURG ODESSA TX 79766-9260,100739,13440.98,Available for Future Sale,FUTURE SALE,,30420.00160.00000,C-20-196-T,"-102.350903, 31.755025"
1006188321,ECTOR COUNTY,1001 W 23RD ST ODESSA TX 79763-2505,147863,16960.79,Available for Future Sale,FUTURE SALE,,22500.00010.00000,A-20-062-T,"-102.390893, 31.860008"
1006044621,ECTOR COUNTY,2406 W 12TH ST ODESSA TX 79763-3312,14096,14096,Available for Future Sale,FUTURE SALE,,23200.01650.00000,"CC2-11,512-T","-102.397831, 31.844046"
1007002464,ECTOR COUNTY,7010 W 22ND ST ODESSA TX 79763-6587,55735,3884.64,Available for Future Sale,FUTURE SALE,,14600.00400.00000,"B-10,826-T","-102.456306, 31.84354"
1006174327,ECTOR COUNTY,429 W 57TH ST ODESSA TX 79764-3606,26035,10934.94,Available for Future Sale,FUTURE SALE,,16900.01235.02000,D-19-181-T,"-102.39667, 31.896188"
1008743852,ECTOR COUNTY,   ,167637,68569.97,Available for Future Sale,FUTURE SALE,,188201-706912,CC2-8502-T,"-102.4307, 31.82237"
1006995605,ECTOR COUNTY,1114 EDGEPORT DR ODESSA TX 79765-2021,67678,9390.44,Available for Future Sale,FUTURE SALE,,09400.02170.00000,B24009T,"-102.383981, 31.93183"
1007375616,ECTOR COUNTY,602 W 61ST ST ODESSA TX 79764-3517,43648,10591.54,Available for Future Sale,FUTURE SALE,,11300.01320.00000,"CC-11,321-T","-102.400624, 31.89957"
1007538178,ECTOR COUNTY,9119 W CANDACE ST ODESSA TX 79764-9054,37077,3769.91,Available for Future Sale,FUTURE SALE,,11600.00280.00000,"A-11,667-T","-102.486508, 31.85017"
1008671784,ECTOR COUNTY,8412 SPRAGUE RD ODESSA TX 79764,17510,17510,Available for Future Sale,FUTURE SALE,,00200.04105.00000,C-9119-T,"-102.43323, 31.922182"
1008671796,ECTOR COUNTY,8410 SPRAGUE RD ODESSA TX 79764,160619,160619,Available for Future Sale,FUTURE SALE,,00200.04114.00000,C-9119-T,"-102.432466, 31.922703"
1008584113,ECTOR COUNTY,1460 S GRANT AVE ODESSA TX 79761-6845,16486,16486,Available for Future Sale,FUTURE SALE,,00900.00010.00000,"CC2-10,986-T","-102.357574, 31.830724"
1007430935,ECTOR COUNTY,1402 N LINCOLN AVE ODESSA TX 79761-3755,194404,9714.79,Available for Future Sale,FUTURE SALE,,06200.01240.00000,B-21-221-T,"-102.377331, 31.855695"
1000189034,COLLIN COUNTY,   ,12912,,Available for Future Sale,FUTURE SALE,,112819,219-04976-2014,"-96.334444, 33.318333"
1008553936,NUECES COUNTY,302 STAGES DR CORPUS CHRISTI TX 78412-2808,258668,19150,Available for Future Sale,FUTURE SALE,,9289-0003-0260,2022DCV-0624-D,"-97.342014, 27.721307"
1009337767,NUECES COUNTY,105 WESTERN AVE ROBSTOWN TX 78380-2834,53312,5850,Available for Future Sale,FUTURE SALE,,9372-0003-0220,2019DCV-3130-G,"-97.678387, 27.792118"
1009330554,NUECES COUNTY,4371 PIPER CUB ST ROBSTOWN TX 78380,29025,,Available for Future Sale,FUTURE SALE,,8772-0000-0250,2022DCV-3089-A,"-97.714186, 27.757231"
1009513476,NUECES COUNTY,4530 NESBITT DR CORPUS CHRISTI TX 78415-5116,112014,,Available for Future Sale,FUTURE SALE,,8882-0002-0170,2019DCV-4817-H,"-97.411466, 27.739066"
1009056761,NUECES COUNTY,105 ASHBURN AVE ROBSTOWN TX 78380-2210,164211,,Available for Future Sale,FUTURE SALE,,8465-0000-0160,2020DCV-3970-A,"-97.667803, 27.802385"
1007636235,NUECES COUNTY,316 ASHBURN AVE ROBSTOWN TX 78380-2215,170430,,Available for Future Sale,FUTURE SALE,,8466-0002-0090,2020DCV-3970-A,"-97.673993, 27.802815"
1012929984,NUECES COUNTY,847 MOLINA ST ROBSTOWN TX 78380-2528,121227,42215,Available for Future Sale,FUTURE SALE,,7639-0005-0150,2019DCV-1838-E,"-97.684693, 27.798857"
1008265880,NUECES COUNTY,518 ELMORE DR CORPUS CHRISTI TX 78408-3322,121351,49000,Available for Future Sale,FUTURE SALE,,7750-0008-0290,2019DCV-1824-B,"-97.436055, 27.796202"
1008187051,NUECES COUNTY,2129 DAVID ST CORPUS CHRISTI TX 78405-1901,82378,,Available for Future Sale,FUTURE SALE,,7886-0005-0020,2017DCV-5446-B,"-97.412978, 27.776598"
1009613081,NUECES COUNTY,10854 MAYFIELD DR CORPUS CHRISTI TX 78410-2822,127124,9135,Available for Future Sale,FUTURE SALE,,7901-0002-0080,2024DCV-1529-F,"-97.58527, 27.84049"
1007947611,NUECES COUNTY,9014 STOCK DR CORPUS CHRISTI TX 78406,46117,11500,Available for Future Sale,FUTURE SALE,,7625-0003-0300,2023DCV-3191-D,"-97.540125, 27.766748"
1008313097,NUECES COUNTY,901 GAVIOTA ST CORPUS CHRISTI TX 78406-1527,33851,6750,Available for Future Sale,FUTURE SALE,,7626-0005-0320,2023DCV-3191-D,"-97.544904, 27.769721"
1008757654,NUECES COUNTY,9014 SIMON ST CORPUS CHRISTI TX 78406-1520,32404,7300,Available for Future Sale,FUTURE SALE,,7627-0001-0030,2023DCV-3191-D,"-97.539808, 27.767368"
1012929932,NUECES COUNTY,114 CACTUS ST ROBSTOWN TX 78380-2008,97504,,Available for Future Sale,FUTURE SALE,,7291-0002-0280,2020DCV-3970-A,"-97.6642, 27.807637"
1007771628,NUECES COUNTY,4410 DINN ST CORPUS CHRISTI TX 78415-5227,13532,10700,Available for Future Sale,FUTURE SALE,,6936-0005-0030,2020DCV-2497-F,"-97.417622, 27.745646"
1007720525,NUECES COUNTY,4443 NAPLES ST CORPUS CHRISTI TX 78415-5241,90073,43220,Available for Future Sale,FUTURE SALE,,6936-0005-0210,2018DCV-3641-H,"-97.417963, 27.744496"
1015790033,NUECES COUNTY,13921 SUNTAN AVE CORPUS CHRISTI TX 78418-6054,451627,,Available for Future Sale,FUTURE SALE,,6150-0073-0060,2022DCV-3111-G,"-97.22785, 27.627413"
1008960271,NUECES COUNTY,900 PERKINS ST ROBSTOWN TX 78380-3917,74544,15000,Available for Future Sale,FUTURE SALE,,5726-0001-0130,2022DCV-0620-E,"-97.682007, 27.783207"
1009018029,NUECES COUNTY,4628 COUNTY ROAD 38 ROBSTOWN TX 78380-4204,29980,,Available for Future Sale,FUTURE SALE,,5763-0002-0010,2024DCV-2055-F,"-97.733438, 27.78392"
1008967561,NUECES COUNTY,1310 DOROTHY ST ROBSTOWN TX 78380-3940,23048,6600,Available for Future Sale,FUTURE SALE,,5262-0002-0050,2019DCV-3165-G,"-97.683408, 27.782462"
1008915366,NUECES COUNTY,4525 RAMONA DR CORPUS CHRISTI TX 78416-2214,50958,10700,Available for Future Sale,FUTURE SALE,,4072-0006-0330,2017DCV-5218-F,"-97.444241, 27.752466"
1009113966,NUECES COUNTY,525 S US HIGHWAY 77 BISHOP TX 78343-2929,189458,144450,Available for Future Sale,FUTURE SALE,,3623-0002-0300,2020DCV-3252-F,"-97.788656, 27.579006"
1008853411,NUECES COUNTY,507 W AVENUE A ROBSTOWN TX 78380,12125,4900,Available for Future Sale,FUTURE SALE,,3430-0001-0290,2021DCV-1041-H,"-97.676044, 27.790098"
1008868650,NUECES COUNTY,509 W AVENUE A ROBSTOWN TX 78380-3213,87972,5750,Available for Future Sale,FUTURE SALE,,3430-0001-0300,2021DCV-1041-H,"-97.676158, 27.790115"
1008681760,NUECES COUNTY,257 ALTA PLZ CORPUS CHRISTI TX 78411-1458,194817,,Available for Future Sale,FUTURE SALE,,3055-0000-0010,2020DCV-3970-A,"-97.383281, 27.755979"
1007731829,NUECES COUNTY,206 DAKOTA ST ROBSTOWN TX 78380-4216,85983,6950,Available for Future Sale,FUTURE SALE,,2633-0005-0190,2023DCV-0924-D,"-97.670008, 27.784021"
1007731867,NUECES COUNTY,204 DAKOTA ST ROBSTOWN TX 78380,14186,4350,Available for Future Sale,FUTURE SALE,,2633-0005-0200,2023DCV-0924-D,"-97.66993, 27.78402"
1013326193,NUECES COUNTY,3909 ROSCHER RD CORPUS CHRISTI TX 78418-8917,2573759,154600,Available for Future Sale,FUTURE SALE,,2665-0001-0010,2025DCV-1237-A,"-97.338382, 27.638336"
1012928889,NUECES COUNTY,3905 ROSCHER RD CORPUS CHRISTI TX 78418-8917,656463,40840,Available for Future Sale,FUTURE SALE,,2665-0001-0020,2025DCV-1237-A,"-97.338337, 27.638409"
1009709585,NUECES COUNTY,330 LAKESIDE DR CORPUS CHRISTI TX 78418-3312,58124,12175,Available for Future Sale,FUTURE SALE,,2486-0012-0160,2014DCV-5316-A,"-97.276159, 27.669284"
1017339979,NUECES COUNTY,330 LAKESIDE DR CORPUS CHRISTI TX 78418-3312,112830,14100,Available for Future Sale,FUTURE SALE,,2486-0012-0161,2014DCV-5316-A,"-97.276159, 27.669284"
1008846972,NUECES COUNTY,431 CLARIDE ST CORPUS CHRISTI TX 78418-3282,114900,,Available for Future Sale,FUTURE SALE,,2487-0007-0105,2024DCV-1008-F,"-97.277979, 27.670706"
1008093284,NUECES COUNTY,2766 S ALAMEDA ST # TEX CORPUS CHRISTI TX 78404-2752,121008,,Available for Future Sale,FUTURE SALE,,2055-0003-0340,2020DCV-3970-A,"-97.395241, 27.765161"
1012799341,NUECES COUNTY,1013 DONA DR CORPUS CHRISTI TX 78407-1301,21994,,Available for Future Sale,FUTURE SALE,,2132-0006-0200,2021DCV-0930-F,"-97.465977, 27.805439"
1008091691,NUECES COUNTY,5302 MASADA CT CORPUS CHRISTI TX 78413-6064,623970,,Available for Future Sale,FUTURE SALE,,1921-0001-0080,2020DCV-3970-A,"-97.418165, 27.654891"
1009680359,NUECES COUNTY,842 ROSEDALE DR CORPUS CHRISTI TX 78411-2512,158519,,Available for Future Sale,FUTURE SALE,,1760-0001-0160,2021DCV-4032-E,"-97.391187, 27.75012"
1008366617,NUECES COUNTY,2810 PRESCOTT ST CORPUS CHRISTI TX 78404-4026,68360,,Available for Future Sale,FUTURE SALE,,0386-0002-0210,2020DCV-3970-A,"-97.415893, 27.768882"
1009142746,NUECES COUNTY,1058 BEECHCRAFT AVE CORPUS CHRISTI TX 78405-2802,96019,82300,Available for Future Sale,FUTURE SALE,,0072-0001-0040,2017DCV-2444-E,"-97.432299, 27.766807"
1000979088,RED RIVER COUNTY,220 W LATIMER ST DETROIT TX 75436-2047,6531,5930.48,Available for Future Sale,FUTURE SALE,,0-13090-01500-0010-00,CV04999,"-95.267432, 33.66279"
1001004879,RED RIVER COUNTY,633 S HOWISON ST BOGATA TX 75417-2786,23439,7933.01,Available for Future Sale,FUTURE SALE,(Subject to post judgment taxes),0-14120-00000-1641-00,CV03251,"-95.218333, 33.460833"
1001067224,RED RIVER COUNTY,   ,39348,14123.74,Available for Future Sale,FUTURE SALE,(Subject to post judgment taxes),0-11007-00000-0060-00,CV04191,"-94.963889, 33.434722"
1016804180,PARKER COUNTY,116 HEARTHSTONE CT WEATHERFORD TX 76087-4228,537460,22680.9,Available for Future Sale,FUTURE SALE,,R081763,CV23-1632,"-97.821217, 32.710202"
1002698552,PARKER COUNTY,319 W 7TH ST WEATHERFORD TX 76086-1543,66060,1421.5,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,R090116,CV22-1855,"-97.802404, 32.777496"
1003487457,PARKER COUNTY,VILLAGE DR   ,300560,37160.19,Available for Future Sale,FUTURE SALE,please contact appraisal district for map/address,R093489,CV22-1199,"-97.713333, 32.755"
1016804416,PARKER COUNTY,SADDLE SPUR TRAIL   ,125000,10152.81,Available for Future Sale,FUTURE SALE,please contact appraisal district for map/address,R111788,CV23-1859,"-97.803056, 32.676389"
1016804890,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,65000,7614.98,Available for Future Sale,FUTURE SALE,please contact appraisal district for map/address,R122740,CV23-1377,"-97.783027, 32.747098"
1014820190,PARKER COUNTY,   ,8110,1456.09,Available for Future Sale,FUTURE SALE,,R064413,CV23-1404,"-98.005278, 32.803889"
1003254841,PARKER COUNTY,BENNETT RD  TX ,7400,1515.81,Available for Future Sale,FUTURE SALE,please contact appraisal district for map/address,R068408,CV22-1114,"-98.039722, 32.705556"
1003254852,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,15360,1727.7,Available for Future Sale,FUTURE SALE,please contact appraisal district for map/address,R068415,CV22-1114,"-97.783027, 32.747098"
1003171028,PARKER COUNTY,212 OLD AUTHON LN WEATHERFORD TX 76088-8228,312690,48240.67,Available for Future Sale,FUTURE SALE,,R068472,CV22-0891,"-97.886415, 32.830516"
1002370968,PARKER COUNTY,116 ICE HOUSE CIR WEATHERFORD TX 76085-9422,274760,37047.23,Available for Future Sale,FUTURE SALE,,R072266,CV21-1731,"-97.614281, 32.914832"
1002960765,PARKER COUNTY,518 SCROGGINS RD SPRINGTOWN TX 76082-5400,115280,2864.74,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,R037913,CV23-1811,"-97.677586, 32.985871"
1016804002,PARKER COUNTY,108 MICHAEL LN WEATHERFORD TX 76088-8987,195530,6676.23,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,R043415,CV23-1876,"-97.860745, 32.748077"
1002614161,PARKER COUNTY,12843 OLD WEATHERFORD RD ALEDO TX 76008,774610,13424.06,Available for Future Sale,FUTURE SALE,,R045270,CV23-1558,"-97.552021, 32.739885"
1014820181,PARKER COUNTY,10102 MINERAL WELLS HWY WEATHERFORD TX 76088-6710,419060,33780.6,Available for Future Sale,FUTURE SALE,,R058272,CV23-1404,"-97.994989, 32.800902"
1016289074,PARKER COUNTY,2421 HAWKINS LILLY RD WEATHERFORD TX 76085-7324,276660,9024.54,Available for Future Sale,FUTURE SALE,,R020536,CV24-2336,"-97.798072, 32.790779"
1003376790,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,168440,7894.21,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,R021108,CV22-1331,"-97.783027, 32.747098"
1002665222,PARKER COUNTY,503 PARTRIDGE DR SPRINGTOWN TX 76082-5410,75890,5307.37,Available for Future Sale,FUTURE SALE,,R026490,CV23-0031,"-97.670034, 32.987734"
1002957855,PARKER COUNTY,1404 BECKY DR WILLOW PARK TX 76008-2609,55484,4167.03,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,R030805,CV23-0748,"-97.626238, 32.719037"
1002907116,PARKER COUNTY,112 BLACKFOOT TRL WEATHERFORD TX 76087-7035,20000,1205.43,Available for Future Sale,FUTURE SALE,,R011681,CV24-2345,"-97.871187, 32.58178"
1002907133,PARKER COUNTY,   ,20000,2498.15,Available for Future Sale,FUTURE SALE,please contact appraisal district for map/address,R011682,CV24-2345,"-97.871667, 32.581944"
1014819745,PARKER COUNTY,205 KELLEY DR WEATHERFORD TX 76085-8982,87220,3697.94,Available for Future Sale,FUTURE SALE,,R016676,CV23-0453,"-97.63466, 32.904308"
